"名称","個別医薬品コード","長径","短径","直径","厚さ"
"アマルエット配合錠1番「ケミファ」","2190101F1071","","","6.6mm","2.7mm"
"アマルエット配合錠1番「サワイ」","2190101F1080","","","5.6mm","2.7mm"
"アマルエット配合錠1番「トーワ」","2190101F1101","","","6.1mm","2.7mm"
"アマルエット配合錠1番「日医工」","2190101F1110","","","6.1mm","2.6mm"
"アマルエット配合錠1番「ニプロ」","2190101F1128","","","6.6mm","2.7mm"
"アマルエット配合錠2番「DSEP」","2190102F1033","","","6.6mm","2.6mm"
"アマルエット配合錠2番「TCK」","2190102F1068","","","7.1mm","3.0mm"
"アマルエット配合錠2番「ケミファ」","2190102F1076","","","6.6mm","2.6mm"
"アマルエット配合錠2番「サワイ」","2190102F1084","","","6.6mm","2.9mm"
"アマルエット配合錠2番「トーワ」","2190102F1106","","","7.1mm","3.1mm"
"アマルエット配合錠2番「日医工」","2190102F1114","","","7.1mm","3.0mm"
"アマルエット配合錠2番「ニプロ」","2190102F1122","","","6.6mm","2.6mm"
"アマルエット配合錠3番「DSEP」","2190103F1038","8.1mm","4.6mm","","2.8mm"
"アマルエット配合錠3番「TCK」","2190103F1062","","","7.1mm","3.1mm"
"アマルエット配合錠3番「ケミファ」","2190103F1070","8.1mm","4.6mm","","2.8mm"
"アマルエット配合錠3番「サワイ」","2190103F1089","","","5.6mm","2.7mm"
"アマルエット配合錠3番「トーワ」","2190103F1100","","","7.1mm","3.2mm"
"アマルエット配合錠3番「日医工」","2190103F1119","","","7.1 mm","3.1 mm"
"アマルエット配合錠3番「ニプロ」","2190103F1127","8.1mm","4.6mm","","2.8mm"
"アマルエット配合錠4番「DSEP」","2190104F1032","8.1mm","4.6mm","","2.8mm"
"アマルエット配合錠4番「TCK」","2190104F1067","","","8.1mm","3.1mm"
"アマルエット配合錠4番「ケミファ」","2190104F1075","8.1mm","4.6mm","","2.9mm"
"アマルエット配合錠4番「サワイ」","2190104F1083","","","8.6mm×4.9mm","3.0mm"
"アマルエット配合錠4番「トーワ」","2190104F1105","","","8.1mm","3.2mm"
"アマルエット配合錠4番「日医工」","2190104F1113","","","8.1 mm","3.1 mm"
"アマルエット配合錠4番「ニプロ」","2190104F1121","8.1mm","4.6mm","","2.8mm"
"メジコン錠15mg","2223001F2099","","","約5.0mm","約2.3mm"
"デキストロメトルファン臭化水素酸塩錠15mg「NP」","2223001F2137","","","8.0mm","2.8mm"
"デキストロメトルファン臭化水素酸塩錠15mg「トーワ」","2223001F2145","","","8.0mm","3.6mm"
"デキストロメトルファン臭化水素酸塩錠15mg「ツルハラ」","2223001F2153","","","約7.0mm","約 4.2mm"
"ペントキシベリンクエン酸塩錠15mg「ツルハラ」","2224001F3122","","","約8.7mm","約5.2mm"
"アストミン錠10mg","2229001F1053","","","6.9mm","3.4mm"
"ジメモルファンリン酸塩錠10mg「TCK」","2229001F1070","","","7.0mm","3.9mm"
"フスタゾール糖衣錠10mg","2229004F1030","","","6.7mm","3.7mm"
"クロフェドリンS配合錠","2229101F1051","","","9.0mm","4.8mm"
"チスタニン糖衣錠100mg","2233001F1234","","","8.4mm","5.1mm"
"ムコダイン錠250mg","2233002F1174","","","8.6mm","4.5mm"
"カルボシステイン錠250mg「サワイ」","2233002F1280","","","9.7mm","5.7mm"
"カルボシステイン錠250mg「トーワ」","2233002F1298","","","9.6mm","4.7mm"
"カルボシステイン錠250mg「TCK」","2233002F1336","","","8.7mm","5.4mm"
"カルボシステイン錠250mg「ツルハラ」","2233002F1344","","","約9.1mm","約4.3mm"
"カルボシステイン錠250mg「NIG」","2233002F1352","","","9.5mm","4.9mm"
"ムコダイン錠500mg","2233002F2022","15.1mm","6.6mm","","5.7mm"
"カルボシステイン錠500mg「サワイ」","2233002F2103","","","6.9mm×15.1mm","5.8mm"
"カルボシステイン錠500mg「トーワ」","2233002F2111","15.7mm","","","5.1mm"
"カルボシステイン錠500mg「TCK」","2233002F2154","15.0mm","6.5mm","","6.0mm"
"カルボシステイン錠500mg「ツルハラ」","2233002F2162","","","約11.2mm","約5.2mm"
"カルボシステイン錠500mg「NIG」","2233002F2170","16.0mm","6.7mm","","6.4mm"
"クリアナール錠200mg","2233004F1025","","","8.1mm","4.2mm"
"スペリア錠200","2233004F1033","","","8.1mm","4.2mm"
"ブロムヘキシン塩酸塩錠4mg「クニヒロ」","2234001F1339","","","7.0mm","2.4mm"
"ブロムヘキシン塩酸塩錠4mg「日医工」","2234001F1355","","","約7.0mm","約2.3mm"
"ブロムヘキシン塩酸塩錠4mg「サワイ」","2234001F1363","","","5.0mm","2.4mm"
"ブロムヘキシン塩酸塩錠4mg「トーワ」","2234001F1371","","","7.0mm","2.4mm"
"アンブロキソール塩酸塩錠15mg「サワイ」","2239001F1467","","","7.0mm","2.5mm"
"アンブロキソール塩酸塩錠15mg「タイヨー」","2239001F1475","","","7.0mm","2.3mm"
"アンブロキソール塩酸塩錠15mg「ZE」","2239001F1580","","","6.9mm","2.4mm"
"ムコサール錠15mg","2239001F1661","","","7.0mm","2.4mm"
"アンブロキソール塩酸塩錠15mg「クニヒロ」","2239001F1718","","","7.0mm","2.3mm"
"アンブロキソール塩酸塩錠15mg「YD」","2239001F1726","","","約7mm","約2.3mm"
"アンブロキソール塩酸塩錠15mg「日医工」","2239001F1734","","","6.0mm","2.3mm"
"アンブロキソール塩酸塩錠15mg「NP」","2239001F1750","","","6.9mm","2.4mm"
"アンブロキソール塩酸塩錠15mg「トーワ」","2239001F1769","","","7.0mm","2.4mm"
"アンブロキソール塩酸塩錠15mg「JG」","2239001F1777","","","6.5mm","2.6mm"
"アンブロキソール塩酸塩錠15mg「TCK」","2239001F1793","","","6.1mm","2.6mm"
"アンブロキソール塩酸塩錠15mg「ツルハラ」","2239001F1807","","","約 6.5mm","約 2.3mm"
"アンブロキソール塩酸塩錠15mg「アメル」","2239001F1815","","","約6.0mm","約2.1mm"
"アンブロキソール塩酸塩錠15mg「CEO」","2239001F1858","","","7.0mm","約2.4mm"
"アンブロキソール塩酸塩錠15mg「杏林」","2239001F1866","","","7.1mm","2.2mm"
"アンブロキソール塩酸塩徐放OD錠45mg「ZE」","2239001G1020","","","10.0mm","6.0mm"
"アンブロキソール塩酸塩徐放OD錠45mg「サワイ」","2239001G1039","","","10.0mm","6.0mm"
"アンブロキソール塩酸塩徐放OD錠45mg「ニプロ」","2239001G1047","","","10.0mm","6.0mm"
"コデインリン酸塩錠5mg「シオエ」","2242001F1039","15mm","6.5mm","","5.2mm"
"アスベリン錠10","2249003F1039","","","7.0mm","2.7mm"
"アスベリン錠20","2249003F2027","","","7.0mm","3.2mm"
"テオドール錠50mg","2251001F1046","","","6.0mm","3.7mm"
"テオフィリン徐放錠50mg「サワイ」","2251001F1070","","","6.0mm","3.7mm"
"テオフィリン徐放錠50mg「ツルハラ」","2251001F1097","","","約6.0mm","約3.7mm"
"テオドール錠100mg","2251001F2115","","","9.6mm","3.9mm"
"テオフィリン徐放錠100mg「サワイ」","2251001F2166","","","8.0mm","2.8mm"
"テオフィリン徐放錠100mg「ツルハラ」","2251001F2182","","","約8.5mm","約4.2mm"
"テオドール錠200mg","2251001F3081","12.4mm","6.9mm","","5.9mm（中心値）"
"テオフィリン徐放錠200mg「サワイ」","2251001F3154","","","10.0mm","4.9mm"
"テオフィリン徐放錠200mg「ツルハラ」","2251001F3162","","","約9.2mm","約3.9mm"
"ユニコン錠200","2251001G1025","","","9.5 mm","2.8 mm"
"テオフィリン徐放U錠200mg「トーワ」","2251001G1092","","","9.5mm","2.7mm"
"ユニコン錠400","2251001G2021","","","11.0 mm","4.1 mm"
"テオフィリン徐放U錠400mg「トーワ」","2251001G2080","","","11.0mm","4.0mm"
"ユニコン錠100","2251001G3036","","","6.4 mm","2.9 mm"
"テオフィリン徐放U錠100mg「トーワ」","2251001G3060","","","7.2mm","2.2mm"
"ブリカニール錠2mg","2252003F1085","","","約7.0mm","約2.7mm"
"サルブタモール錠2mg「日医工」","2254001F1102","","","6.0mm","2.4mm"
"メプチンミニ錠25μg","2259004F1110","","","5mm","2.2mm"
"メプチン錠50μg","2259004F2168","","","6mm","2.2mm"
"オンブレス吸入用カプセル150μg","2259710G1020","約15.9mm","約5.8mm","",""
"シーブリ吸入用カプセル50μg","2259712G1029","約15.8mm","約5.6mm","",""
"ウルティブロ吸入用カプセル","2259805G1027","約15.8mm","約5.6mm","",""
"アテキュラ吸入用カプセル低用量","2290806G1021","約16.0mm","約5.8mm","",""
"アテキュラ吸入用カプセル中用量","2290806G2028","約16.0mm","約5.8mm","",""
"アテキュラ吸入用カプセル高用量","2290806G3024","約16.0mm","約5.8mm","",""
"エナジア吸入用カプセル中用量","2290807G1026","約16.0mm","約5.8mm","",""
"エナジア吸入用カプセル高用量","2290807G2022","約16.0mm","約5.8mm","",""
"キョウベリン錠100","2314002F2022","","","8.2mm","3.9mm"
"ミヤBM錠","2316009F1022","","","9mm","4.2mm"
"ビオスリー配合錠","2316017F1035","","","8mm","4.2mm"
"ビオスリー配合OD錠","2316017F2023","","","6.5mm","2.5mm"
"ガスコン錠40mg","2318001F1063","","","8.6mm","約4.15mm"
"ガスサール錠40mg","2318001F1187","","","8.5mm","4.7mm"
"ジメチコン錠40mg「YD」","2318001F1225","","","約8.5mm","約3.7mm"
"ジメチコン錠40mg「フソー」","2318001F1233","","","10mm","5.0mm"
"ジメチコン錠40mg「ホリイ」","2318001F1241","","","8.0mm","3.9mm"
"ガスコン錠80mg","2318001F3023","","","10.1mm","約4.9mm"
"ジメチコン錠80mg「ホリイ」","2318001F3040","","","10.0mm","5.0mm"
"ロペラミド塩酸塩錠1mg「あすか」","2319001F1060","","","約6.6mm","約2.9mm"
"リーダイ配合錠","2319100F1080","","","8.2mm","4.4mm"
"アズレン錠2mg「ツルハラ」","2323001F1250","","","約9.0mm","約3.5mm"
"アズロキサ錠15mg","2323002F1025","","","8mm","約3.8mm"
"タガメット錠200mg","2325001F1211","","","約8.7mm","約4.1mm"
"シメチジン錠200mg「クニヒロ」","2325001F1521","","","8.6mm","4.3mm"
"シメチジン錠200mg「サワイ」","2325001F1564","","","9.1mm","4.8mm"
"シメチジン錠200mg「ツルハラ」","2325001F1599","","","約 8.5mm","約 4.9mm"
"シメチジン錠400mg「クニヒロ」","2325001F2200","","","11.1mm","5.2mm"
"シメチジン錠400mg「サワイ」","2325001F2242","","","11.1mm","5.0mm"
"シメチジン錠400mg「ツルハラ」","2325001F2285","","","約11 mm","約 5 mm"
"ガスター錠10mg","2325003F1024","","","7.1mm","3.6mm"
"ファモチジン錠10「サワイ」","2325003F1040","","","6.0mm","2.4mm"
"ファモチジン錠10mg「TCK」","2325003F1245","","","7.1mm","3.7mm"
"ファモチジン錠10mg「YD」","2325003F1253","","","約7.6mm","約3.7mm"
"ファモチジン錠10mg「日医工」","2325003F1261","","","7.6mm","3.7mm"
"ファモチジン錠10mg「テバ」","2325003F1296","","","6.6mm","3.1mm"
"ファモチジン錠10mg「トーワ」","2325003F1300","","","7.2mm","3.6mm"
"ファモチジン錠10mg「ツルハラ」","2325003F1326","","","約 6.1mm","約 2.6mm"
"ファモチジン錠10mg「杏林」","2325003F1334","","","6.8mm","3.2mm"
"ファモチジン錠10mg「クニヒロ」","2325003F1342","","","6.7mm","3.7mm"
"ファモチジン錠10mg「TBP」","2325003F1350","","","6.6mm","3.0mm"
"ファモチジン錠10mg「JG」","2325003F1369","","","6.8mm","3.8mm"
"ファモチジン錠10mg「ZE」","2325003F1393","","","7.2mm","3.6mm"
"ガスター錠20mg","2325003F2020","","","8.1mm","4.0mm"
"ファモチジン錠20「サワイ」","2325003F2055","","","7.0mm","2.4mm"
"ファモチジン錠20mg「TCK」","2325003F2250","","","8.0mm","4.3mm"
"ファモチジン錠20mg「YD」","2325003F2276","","","約8.1mm","約3.8mm"
"ファモチジン錠20mg「日医工」","2325003F2284","","","8.1mm","3.8mm"
"ファモチジン錠20mg「テバ」","2325003F2314","","","7.6mm","3.8mm"
"ファモチジン錠20mg「トーワ」","2325003F2322","","","8.2mm","3.8mm"
"ファモチジン錠20mg「ツルハラ」","2325003F2330","","","約 7.6mm","約 3.3mm"
"ファモチジン錠20mg「杏林」","2325003F2357","","","8.2mm","4.3mm"
"ファモチジン錠20mg「クニヒロ」","2325003F2365","","","7.2mm","3.8mm"
"ファモチジン錠20mg「TBP」","2325003F2373","","","7.6mm","3.6mm"
"ファモチジン錠20mg「JG」","2325003F2381","","","8.2mm","4.4mm"
"ファモチジン錠20mg「ZE」","2325003F2411","","","8.0mm","3.9mm"
"ガスターD錠10mg","2325003F3035","","","7.5mm","3.1mm"
"ファモチジンD錠10mg「サワイ」","2325003F3124","","","7.5mm","3.3mm"
"ファモチジンD錠10mg「EMEC」","2325003F3175","","","8.0mm","3.2mm"
"ファモチジンOD錠10mg「YD」","2325003F3183","","","約6mm","約2.9mm"
"ファモチジンOD錠10mg「ケミファ」","2325003F3205","","","7.5mm","3.4mm"
"ファモチジンOD錠10mg「オーハラ」","2325003F3213","","","7.6mm","2.9mm"
"ファモチジンOD錠10mg「テバ」","2325003F3221","","","7.5mm","3.4mm"
"ファモチジンOD錠10mg「トーワ」","2325003F3230","","","7.5mm","3.3mm"
"ファモチジンOD錠10mg「TBP」","2325003F3248","","","7.0mm","3.2mm"
"ファモチジンOD錠10mg「Me」","2325003F3272","","","6.0（mm）","2.9（mm）"
"ガスターD錠20mg","2325003F4031","","","8.5mm","3.6mm"
"ファモチジンD錠20mg「サワイ」","2325003F4147","","","8.5mm","3.6mm"
"ファモチジンD錠20mg「EMEC」","2325003F4198","","","8.5mm","3.5mm"
"ファモチジンOD錠20mg「YD」","2325003F4201","","","約6mm","約3.1mm"
"ファモチジンOD錠20mg「ケミファ」","2325003F4228","","","8.5mm","4.0mm"
"ファモチジンOD錠20mg「オーハラ」","2325003F4236","","","8.6mm","3.6mm"
"ファモチジンOD錠20mg「テバ」","2325003F4244","","","8.5mm","4.0mm"
"ファモチジンOD錠20mg「トーワ」","2325003F4252","","","8.5mm","3.6mm"
"ファモチジンOD錠20mg「TBP」","2325003F4260","","","8.0mm","3.1mm"
"ファモチジンOD錠20mg「Me」","2325003F4295","","","6.0（mm）","3.1（mm）"
"アシノン錠150mg","2325005F1031","","","8.2mm","4.3mm"
"ニザチジン錠150mg「YD」","2325005F1040","","","約9mm","約4.1mm"
"アシノン錠75mg","2325005F2020","","","6.7mm","3.3mm"
"ラフチジン錠5mg「TCK」","2325006F1060","","","5.6mm","2.7mm"
"ラフチジン錠5mg「YD」","2325006F1079","","","約5.6mm","約2.7mm"
"ラフチジン錠5mg「サワイ」","2325006F1087","","","5.6mm","2.6mm"
"ラフチジン錠5mg「トーワ」","2325006F1109","","","5.6mm","3.0mm"
"ラフチジン錠5mg「日医工」","2325006F1117","","","5.6mm","2.7mm"
"ラフチジン錠10mg「TCK」","2325006F2067","","","6.1mm","2.8mm"
"ラフチジン錠10mg「YD」","2325006F2075","","","約6.1mm","約2.8mm"
"ラフチジン錠10mg「サワイ」","2325006F2083","","","6.1mm","2.7mm"
"ラフチジン錠10mg「トーワ」","2325006F2105","","","6.1mm","3.0mm"
"ラフチジン錠10mg「日医工」","2325006F2113","","","6.1mm","2.8mm"
"アルジオキサ錠100mg「ツルハラ」","2329002F2173","","","約7.0mm","約2.9mm"
"アルジオキサ錠100mg「トーワ」","2329002F2181","","","8.0mm","4.1mm"
"アルジオキサ錠100mg「あすか」","2329002F2190","","","8.0mm","約2.8mm"
"ノイエルカプセル200mg","2329004M1175","","","17.8mm",""
"ピレンゼピン塩酸塩錠25mg「日医工」","2329005F1219","","","7.1mm","2.4mm"
"ピレンゼピン塩酸塩錠25mg「サワイ」","2329005F1286","","","7.0mm","2.4mm"
"ドグマチール錠50mg","2329009F1110","","","約6.1mm","約2.7mm"
"スルピリド錠50mg「アメル」","2329009F1152","","","約6.5mm","約2.8mm"
"スルピリド錠50mg「CH」","2329009F1187","","","6.7mm","4.0mm"
"スルピリド錠50mg「サワイ」","2329009F1217","","","6.2mm","3.5mm"
"ソファルコン錠50mg「TCK」","2329011F1079","","","9.0mm","4.2mm"
"アプレース錠100mg","2329015F2022","","","8.1mm","4.1mm"
"トロキシピド錠100mg「オーハラ」","2329015F2146","","","7.1mm","3.5mm"
"イルソグラジンマレイン酸塩錠2mg「日医工」","2329020F1124","","","6.0mm","2.35mm"
"イルソグラジンマレイン酸塩錠2mg「サワイ」","2329020F1132","","","6.0mm","3.1mm"
"イルソグラジンマレイン酸塩錠2mg「NIG」","2329020F1167","","","7.0mm","2.5mm"
"イルソグラジンマレイン酸塩錠4mg「日医工」","2329020F2104","","","7.0mm","2.6mm"
"イルソグラジンマレイン酸塩錠4mg「サワイ」","2329020F2112","","","7.0mm","2.6mm"
"イルソグラジンマレイン酸塩錠4mg「NIG」","2329020F2147","","","8.0mm","3.2mm"
"レバミピド錠100mg「EMEC」","2329021F1030","","","8.1mm","3.4mm"
"レバミピド錠100mg「MED」","2329021F1056","","","8.1mm","3.5mm"
"レバミピド錠100mg「NP」","2329021F1064","","","8.1mm","3.4mm"
"レバミピド錠100mg「ZE」","2329021F1072","","","8.1mm","3.4mm"
"レバミピド錠100mg「あすか」","2329021F1080","","","約7.5mm","約3.7mm"
"レバミピド錠100mg「サワイ」","2329021F1099","","","8.1mm","3.5mm"
"ムコスタ錠100mg","2329021F1102","","","8.1mm","3.4mm"
"レバミピド錠100mg「NPI」","2329021F1137","","","8.2mm","3.5mm"
"レバミピド錠100mg「TCK」","2329021F1161","","","8.1mm","3.5mm"
"レバミピド錠100mg「ケミファ」","2329021F1196","","","8.2mm","3.5mm"
"レバミピド錠100mg「トーワ」","2329021F1218","","","8.1mm","3.5mm"
"レバミピド錠100mg「TSU」","2329021F1269","","","約 7.6mm","約 3.5mm"
"レバミピド錠100mg「YD」","2329021F1277","","","約8.1mm","約3.8mm"
"レバミピド錠100mg「杏林」","2329021F1307","","","8.1","3.5"
"レバミピド錠100mg「クニヒロ」","2329021F1315","","","8.1mm","3.4mm"
"レバミピド錠100mg「DSEP」","2329021F1323","","","8.1mm","3.4mm"
"レバミピド錠100mg「オーツカ」","2329021F1331","","","8.1mm","3.4mm"
"レバミピド錠100mg「Me」","2329021F1340","","","7.6（mm）","3.6（mm）"
"レバミピド錠100mg「VTRS」","2329021F1358","","","8.1mm","3.4mm"
"レバミピドOD錠100mg「YD」","2329021F2036","","","約8mm","約4.1mm"
