"名称","個別医薬品コード","長径","短径","直径","厚さ"
"モサプリドクエン酸塩錠2.5mg「明治」","2399010F1273","","","6.1","2.6"
"ガスモチン錠5mg","2399010F2024","9.2","4.7","","3.6"
"モサプリドクエン酸塩錠5mg「AA」","2399010F2032","9.2","4.6","","3.8"
"モサプリドクエン酸塩錠5mg「DSEP」","2399010F2059","9.1","4.6","","3.2"
"モサプリドクエン酸塩錠5mg「NP」","2399010F2105","9.2","4.6","","3.8"
"モサプリドクエン酸塩錠5mg「TCK」","2399010F2121","","","10.1","3.3"
"モサプリドクエン酸塩錠5mg「TSU」","2399010F2130","","","6.6","2.9"
"モサプリドクエン酸塩錠5mg「YD」","2399010F2148","10.1","5.1","","3.3"
"モサプリドクエン酸塩錠5mg「ZE」","2399010F2156","9.2","4.6","","3.7"
"モサプリドクエン酸塩錠5mg「アメル」","2399010F2164","9.1","4.6","","3.6"
"モサプリドクエン酸塩錠5mg「イセイ」","2399010F2172","9.3","4.6","","3.7"
"モサプリドクエン酸塩錠5mg「杏林」","2399010F2180","10.1","5.1","","3.3"
"モサプリドクエン酸塩錠5mg「サワイ」","2399010F2202","","","10.1","3.7"
"モサプリドクエン酸塩錠5mg「サンド」","2399010F2210","9.2","4.6","","3.7"
"モサプリドクエン酸塩錠5mg「トーワ」","2399010F2237","","","8.0","3.5"
"モサプリドクエン酸塩錠5mg「日医工」","2399010F2245","","","9.1","3.6"
"モサプリドクエン酸塩錠5mg「日新」","2399010F2253","9.1","4.6","",""
"モサプリドクエン酸塩錠5mg「明治」","2399010F2270","9.1","4.6","","3.2"
"コロネル錠500mg","2399011F1022","17.8","7.6","","5.9"
"エボザックカプセル30mg","2399012M1026","16","","",""
"サラジェン錠5mg","2399013F1021","","","6.4","3.5"
"イリボー錠2.5μg","2399014F1026","","","5.6","3.0"
"イリボー錠5μg","2399014F2022","","","6.6","3.0"
"イリボーOD錠2.5μg","2399014F3029","","","6.5","3.1"
"イリボーOD錠5μg","2399014F4025","","","8.5","3.8"
"アコファイド錠100mg","2399015F1020","","","9.1","4.2"
"コレチメント錠9mg","2399016G1020","","","9.5","4.7"
"リンゼス錠0.25mg","2399017F1020","","","6.6","3.1"
"セチルピリジニウム塩化物トローチ2mg「イワキ」","2399709E1043","","","13","4.1"
"SPトローチ0.25mg「明治」","2399710E1046","","","18.1","5.2"
"オラドールSトローチ0.5mg","2399712E1045","","","15.0","4.1"
"オラドールトローチ0.5mg","2399712E1053","","","15.0","4.1"
"ドンペリドン坐剤10mg「日新」","2399714J1077","","","8",""
"ドンペリドン坐剤30mg「日新」","2399714J2073","","","8",""
"ペンタサ坐剤1g","2399715J1020","25","11","","9"
"ミニリンメルトOD錠25µg","2419001F4022","","","12","3"
"ミニリンメルトOD錠50µg","2419001F5029","","","12","3"
"5mcgチロナミン錠","2431003F1035","","","6.6","2.5"
"25mcgチロナミン錠","2431003F2031","","","8.1","2.8"
"チラーヂンS錠50μg","2431004F1056","","","6.5","2.4"
"チラーヂンS錠25μg","2431004F2052","","","6.5","2.4"
"チラーヂンS錠100μg","2431004F3032","","","6.5","2.4"
"チラーヂンS錠12.5μg","2431004F4020","","","6.5","2.4"
"チラーヂンS錠75μg","2431004F5027","","","6.5","2.4"
"チロナミン錠5μg","24310A0F1027","","","6.6","2.5"
"チロナミン錠25μg","24310A0F2023","","","8.1","2.8"
"メルカゾール錠5mg","2432001F1033","","","7.2","3.2"
"メルカゾール錠2.5mg","2432001F2021","","","7.2","3.2"
"プロパジール錠50mg","2432002F1046","","","7.2","3.5"
"チウラジール錠50mg","2432002F1054","","","7.2","3.5"
"プリモボラン錠5mg","2449003F1021","","","7.0","2.7"
"コートン錠25mg","2452001F1036","","","9.6","3.3"
"デカドロン錠0.5mg","2454002F1183","","","6.3","2.4"
"レナデックス錠4mg","2454002F2023","","","9.1","2.5"
"デカドロン錠4mg","2454002F3020","","","7.4","2.8"
"レダコート錠4mg","2454003F1030","8.1","3.7","","2.7"
"ベタメタゾン錠0.5mg「サワイ」","2454004F2081","","","5.0","2.4"
"リンデロン錠0.5mg","2454004F2090","","","5.0","2.3"
"レナデックス錠2mg","24540A1F1026","","","7.1","2.0"
"プレドニン錠5mg","2456001F1310","","","5.0","2.3"
"プレドニゾロン錠「タケダ」5mg","2456001F1353","","","5.6","2.3"
"プレドニゾロン錠5mg「NP」","2456001F1361","","","7.0","3.4"
"プレドニゾロン錠5mg「ミタ」","2456001F1396","","","7.1","3.4"
"プレドニゾロン錠5mg「トーワ」","2456001F1400","9.8","5.0","","2.1"
"プレドニゾロン錠2.5mg「NP」","2456001F3046","","","6.5","2.3"
"エンペラシン配合錠","2459100F1120","","","6.0","2.9"
"サクコルチン配合錠","2459100F1146","","","8.0","3.4"
"ヒスタブロック配合錠","2459100F1170","","","8.0","3.4"
"プラデスミン配合錠","2459100F1189","","","8.0","3.6"
"ベタセレミン配合錠","2459100F1197","","","7.0","3.8"
"ジュリナ錠0.5mg","2473001F1028","","","6","2.85"
"エストラーナテープ0.72mg","2473700S2076","37.0","31.0","",""
"エストラーナテープ0.09mg","2473700S5024","13.0","11.0","",""
"エストラーナテープ0.18mg","2473700S6020","18.5","15.5","",""
"エストラーナテープ0.36mg","2473700S7027","26.1","22.0","",""
"プロセキソール錠0.5mg","2474001F1033","","","6.7","2.8"
"ホーリン錠1mg","2475001F3050","","","8.0","3.1"
"エストリオール錠1mg「F」","2475001F3084","","","8","2.9"
"エフメノカプセル100mg","2477001M1026","","","9.0",""
"ウトロゲスタン腟用カプセル200mg","2477700H1020","14.5","8.6","",""
"ルトラール錠2mg","2478001F1040","","","7.0","3.4"
"プロスタール錠25","2478001F2179","","","8.0","3.1"
"クロルマジノン酢酸エステル錠25mg「YD」","2478001F2373","","","7","3"
"プロスタールL錠50mg","2478001G1143","","","9.2","4.6"
"メドロキシプロゲステロン酢酸エステル錠2.5mg「トーワ」","2478002F1096","","","6.5","2.7"
"メドロキシプロゲステロン酢酸エステル錠2.5mg「F」","2478002F1100","","","7.0","2.3"
"メドロキシプロゲステロン酢酸エステル錠5mg「F」","2478002F2068","","","7.0","2.3"
"プラノバール配合錠","2482005F1041","","","5.6","3.8"
"ルナベル配合錠LD","2482009F1031","","","6.5","2.2"
"フリウェル配合錠LD「あすか」","2482009F1066","","","6.5","2.2"
"フリウェル配合錠LD「サワイ」","2482009F1074","","","6.5","2.2"
"フリウェル配合錠LD「トーワ」","2482009F1082","","","6.6","2.9"
"ルナベル配合錠ULD","2482009F2020","","","6.5","2.2"
"フリウェル配合錠ULD「あすか」","2482009F2038","","","6.5","2.2"
"フリウェル配合錠ULD「サワイ」","2482009F2046","","","6.5","2.2"
"フリウェル配合錠ULD「トーワ」","2482009F2054","","","6.6","2.9"
"ウェールナラ配合錠","2482010F1026","","","6","2.85"
"ヤーズ配合錠","2482011F1020","","","6","2.90"
"ドロエチ配合錠「あすか」","2482011F1039","","","6","2.6"
"ヤーズフレックス配合錠","2482011F2027","","","6","2.90"
"ジェミーナ配合錠","2482012F1025","","","6.1","3.2"
"メノエイドコンビパッチ","2482800S1026","","","34",""
"カルナクリン錠25","2491001F5056","","","7.3","3.6"
"カリジノゲナーゼ錠25単位「日医工」","2491001F5170","","","7.2","3.5"
"カリジノゲナーゼ錠25単位「サワイ」","2491001F5200","","","6.2","3.7"
"カルナクリン錠50","2491001F6060","","","7.8","3.8"
"カリジノゲナーゼ錠50単位「日医工」","2491001F6192","","","6.2","3.5"
"カリジノゲナーゼ錠50単位「サワイ」","2491001F6230","","","7.4","4.2"
"カリジノゲナーゼ錠50単位「NIG」","2491001F6273","","","6.3","3.6"
"セキソビット錠100mg","2499001F1032","","","8.0","2.9"
"プロスタグランジンE2錠0.5mg「科研」","2499005F1030","","","8.2","4.7"
"ボンゾール錠100mg","2499007F1021","","","7.1","3.9"
"ボンゾール錠200mg","2499007F2028","","","8.6","5.0"
"クロミッド錠50mg","2499009F1080","","","9.0","4.1"
"デュタステリド錠0.5mgZA「明治」","249900AF2039","","","7.1","3.3"
"デュタステリド錠0.5mgZA「F」","249900AF2047","","","7.1","3.3"
"デュタステリド錠0.5mgZA「FCI」","249900AF2055","","","7.0","3.2"
"デュタステリド錠0.5mgZA「トーワ」","249900AF2063","","","7.1","3.3"
"デュタステリドカプセル0.5mgZA「サワイ」","249900AM2046","16","7","",""
"デュタステリドカプセル0.5mgZA「BMD」","249900AM2062","16","7","",""
"デュタステリドカプセル0.5mgZA「YD」","249900AM2070","10.9","7.0","",""
"デュタステリドカプセル0.5mgZA「SN」","249900AM2089","10.9","7.0","",""
"デュタステリドカプセル0.5mgZA「イワキ」","249900AM2097","10.9","7.0","",""
"デュタステリドカプセル0.5mgZA「AFP」","249900AM2100","10.9","7.0","",""
"デュタステリドカプセル0.5mgZA「ANG」","249900AM2119","10.9","7.0","",""
"フィナステリド錠0.2mg「SN」","249900XF1048","","","7.2","3.3"
"フィナステリド錠0.2mg「サワイ」","249900XF1056","","","7.1","3.6"
"フィナステリド錠0.2mg「クラシエ」","249900XF1064","","","7.2","3.3"
"フィナステリド錠0.2mg「TCK」","249900XF1072","","","7.2","3.3"
"フィナステリド錠0.2mg「トーワ」","249900XF1080","","","7.1","3.4"
"フィナステリド錠0.2mg「RTO」","249900XF1102","","","7.2","3.3"
"フィナステリド錠0.2mg「FCI」","249900XF1110","","","7.1","3.6"
"フィナステリド錠0.2mg「NIG」","249900XF1137","","","7.1","3.5"
"フィナステリド錠1mg「SN」","249900XF2044","","","7.2","3.3"
"フィナステリド錠1mg「サワイ」","249900XF2052","","","7.1","3.6"
"フィナステリド錠1mg「クラシエ」","249900XF2060","","","7.2","3.3"
"フィナステリド錠1mg「TCK」","249900XF2079","","","7.2","3.3"
"フィナステリド錠1mg「トーワ」","249900XF2087","","","7.1","3.4"
"フィナステリド錠1mg「RTO」","249900XF2109","","","7.2","3.3"
"フィナステリド錠1mg「FCI」","249900XF2117","","","7.1","3.6"
"フィナステリド錠1mg「NIG」","249900XF2133","","","7.1","3.5"
"ジエノゲスト錠1mg「F」","2499010F1031","","","6.6","3.2"
"ジエノゲスト錠1mg「キッセイ」","2499010F1082","","","6.6","2.9"
"ジエノゲスト錠1mg「サワイ」","2499010F1090","","","6.6","2.9"
"ジエノゲスト錠1mg「トーワ」","2499010F1104","","","6.6","2.9"
"ジエノゲスト錠1mg「ニプロ」","2499010F1112","","","6.6","2.9"
"ジエノゲストOD錠1mg「キッセイ」","2499010F2054","","","6.5","3.1"
"ジエノゲストOD錠1mg「トーワ」","2499010F2062","","","6.5","3.1"
"ジエノゲストOD錠1mg「F」","2499010F2070","","","6.6","3.0"
"デュタステリド錠0.5mgAV「DSEP」","2499011F1028","","","7.1","3.2"
"デュタステリド錠0.5mgAV「YD」","2499011F1044","","","7.1","3.2"
"デュタステリド錠0.5mgAV「明治」","2499011F1052","","","7.1","3.2"
"デュタステリドカプセル0.5mgAV「BMD」","2499011M1043","16","7","",""
"デュタステリドカプセル0.5mgAV「DSEP」","2499011M1051","10.9","7.0","",""
"デュタステリドカプセル0.5mgAV「TC」","2499011M1078","10.9","7.0","",""
"デュタステリドカプセル0.5mgAV「杏林」","2499011M1086","","","7.0",""
"デュタステリドカプセル0.5mgAV「サワイ」","2499011M1094","10.9","7.0","",""
"デュタステリドカプセル0.5mgAV「武田テバ」","2499011M1108","","","","6.6"
"デュタステリドカプセル0.5mgAV「ニプロ」","2499011M1132","11.4","6.6","",""
"デュタステリドカプセル0.5mgAV「フソー」","2499011M1140","","","7.0",""
"サムスカOD錠30mg","2499012F2029","","","","3.1"
"レルミナ錠40mg","2499013F1027","","","8.1","4.5"
"リベルサス錠3mg","2499014F1021","13.5","7.5","","6"
"リベルサス錠7mg","2499014F2028","13.5","7.5","","6"
"リベルサス錠14mg","2499014F3024","13.5","7.5","","6"
"プレグランディン腟坐剤1mg","2499700H1036","26","","",""
"クロマイ腟錠100mg","2521701H1050","17.6","10.0","","5.5"
"クロラムフェニコール腟錠100mg「F」","2521701H1068","","","15.1","4.1"
"ホーリンV腟用錠1mg","2529701H2046","12.0","7.0","","4.7"
"エンペシド腟錠100mg","2529702H1079","24.7","10.2","","6.5"
"クロトリマゾール腟錠100mg「F」","2529702H1087","12.4","7.4","","3.6"
"イソコナゾール硝酸塩腟錠100mg「F」","2529708J1051","20.2","11.0","","6.8"
"アデスタン腟錠300mg","2529708J2058","26","14","","6.2"
"イソコナゾール硝酸塩腟錠300mg「F」","2529708J2066","20.2","11.0","","6.8"
"オキナゾール腟錠100mg","2529709H1046","20","12","","5.8"
"オキシコナゾール硝酸塩腟錠100mg「F」","2529709H1062","20","12","","5.5"
"オキナゾール腟錠600mg","2529709H2042","20","12","","5.7"
"オキシコナゾール硝酸塩腟錠600mg「F」","2529709H2069","20","12","","5.8"
"メチルエルゴメトリンマレイン酸塩錠0.125mg「F」","2531002F1222","","","5.1","2.3"
"メチルエルゴメトリン錠0.125mg「あすか」","2531002F1249","","","6.6","2.9"
"ノルレボ錠1.5mg","254900AF2024","","","7","3.6"
"レボノルゲストレル錠1.5mg「F」","254900AF2032","","","7","3.6"
"スリンダ錠28","254900BF1022","","","5","2.6"
"トリキュラー錠21","254910BF1047","","","5.7","3.6"
"ラベルフィーユ21錠","254910BF1055","","","5.8","3.6"
"トリキュラー錠28","254910BF2043","","","5.7","3.6"
"ラベルフィーユ28錠","254910BF2051","","","5.8","3.6"
"アンジュ21錠","254910BF3058","","","5.7","3.7"
"アンジュ28錠","254910BF4054","","","5.7","3.7"
"マーベロン21","254910CF1025","","","5.0","2.9"
"ファボワール錠21","254910CF1033","","","5.0","2.8"
"マーベロン28","254910CF2021","","","5.0","2.9"
"ファボワール錠28","254910CF2030","","","5.0","2.8"
"ヘモリンガル舌下錠0.18mg","2559002X1032","","","6.0","3.0"
"ヘモナーゼ配合錠","2559101X1036","","","9.6","5.6"
"ネイサート坐剤","2559814J1046","","","9",""
"フラボキサート塩酸塩錠200mg「サワイ」","2590002F1517","","","9.2","4.9"
"セルニルトン錠","2590003F1023","","","9.8","4.9"
"ウテメリン錠5mg","2590004F1192","","","7.2","3.8"
"リトドリン塩酸塩錠5mg「F」","2590004F1303","","","7.2","3.7"
"リトドリン塩酸塩錠5mg「あすか」","2590004F1354","","","6.1","3.1"
"リトドリン塩酸塩錠5mg「YD」","2590004F1362","","","7.1","3.5"
"ポラキス錠2","2590005F1022","","","8.1","3.4"
"オキシブチニン塩酸塩錠2mg「サワイ」","2590005F1316","","","6.1","3.2"
"ポラキス錠3","2590005F2029","","","8.1","3.4"
"オキシブチニン塩酸塩錠3mg「サワイ」","2590005F2274","","","7.1","3.3"
"ポラキス錠1","2590005F3025","","","8.1","3.4"
"オキシブチニン塩酸塩錠1mg「サワイ」","2590005F3173","","","6.1","3.2"
"プロピベリン塩酸塩錠10mg「YD」","2590007F1269","","","6","3.2"
"プロピベリン塩酸塩錠10mg「JG」","2590007F1277","","","7.1","3.1"
"プロピベリン塩酸塩錠10mg「トーワ」","2590007F1307","","","7.1","3.1"
"プロピベリン塩酸塩錠10mg「杏林」","2590007F1315","","","7.1","3.2"
"プロピベリン塩酸塩錠10mg「あすか」","2590007F1323","","","6.1","3.1"
"プロピベリン塩酸塩錠10mg「TCK」","2590007F1340","","","7.1","3.0"
"プロピベリン塩酸塩錠10mg「NIG」","2590007F1358","","","6.1","3.1"
"プロピベリン塩酸塩錠10mg「ニプロ」","2590007F1366","","","7.1","3.0"
"プロピベリン塩酸塩錠10mg「サワイ」","2590007F1374","","","7.1","3.3"
"プロピベリン塩酸塩錠20mg「YD」","2590007F2257","","","7.1","3"
"プロピベリン塩酸塩錠20mg「JG」","2590007F2265","","","7.1","3.1"
"プロピベリン塩酸塩錠20mg「トーワ」","2590007F2290","","","7.1","3.1"
"プロピベリン塩酸塩錠20mg「杏林」","2590007F2303","","","7.1","3.3"
"プロピベリン塩酸塩錠20mg「あすか」","2590007F2311","","","7.1","3.2"
"プロピベリン塩酸塩錠20mg「TCK」","2590007F2338","","","7.1","3.1"
"プロピベリン塩酸塩錠20mg「NIG」","2590007F2346","","","7.2","3.1"
"プロピベリン塩酸塩錠20mg「ニプロ」","2590007F2354","","","7.1","3.1"
"プロピベリン塩酸塩錠20mg「サワイ」","2590007F2362","","","7.1","3.3"
"ハルナールD錠0.1mg","2590008F1026","","","7.5","3.3"
"タムスロシン塩酸塩OD錠0.1mg「ケミファ」","2590008F1050","","","7.0","3.4"
